date;open;max;min;close
03.10.2018;118410;118440;118380;118400
03.10.2018;118400;118550;118380;118540
03.10.2018;118530;118620;118500;118530
03.10.2018;118520;118560;118520;118550
03.10.2018;118540;118560;118460;118460
03.10.2018;118480;118490;118450;118480
03.10.2018;118500;118500;118470;118470
03.10.2018;118470;118480;118410;118410
03.10.2018;118420;118420;118360;118390
03.10.2018;118390;118440;118360;118390
03.10.2018;118390;118410;118370;118400
03.10.2018;118400;118470;118400;118430
03.10.2018;118440;118460;118430;118430
03.10.2018;118440;118450;118400;118400
03.10.2018;118410;118510;118400;118460
03.10.2018;118450;118470;118430;118470
03.10.2018;118460;118510;118460;118500
03.10.2018;118510;118550;118500;118540
03.10.2018;118530;118530;118440;118450
03.10.2018;118470;118470;118420;118450
03.10.2018;118460;118500;118450;118470
03.10.2018;118480;118550;118480;118530
03.10.2018;118540;118560;118530;118550
03.10.2018;118550;118590;118520;118520
03.10.2018;118530;118580;118530;118580
03.10.2018;118570;118630;118570;118620
03.10.2018;118630;118640;118600;118630
03.10.2018;118620;118630;118600;118600
03.10.2018;118600;118620;118590;118600
03.10.2018;118610;118640;118590;118610
03.10.2018;118610;118610;118580;118590
03.10.2018;118590;118590;118410;118470
03.10.2018;118460;118480;118350;118390
03.10.2018;118410;118480;118340;118390
03.10.2018;118400;118400;118350;118390
03.10.2018;118400;118400;118350;118390
03.10.2018;118390;118420;118380;118390
03.10.2018;118380;118400;118380;118380
03.10.2018;118390;118420;118390;118420
03.10.2018;118420;118470;118410;118460
03.10.2018;118480;118500;118440;118470
03.10.2018;118460;118480;118430;118430
03.10.2018;118450;118470;118410;118420
03.10.2018;118440;118520;118420;118480
03.10.2018;118500;118530;118470;118510
03.10.2018;118520;118520;118480;118510
03.10.2018;118520;118600;118520;118580
03.10.2018;118570;118590;118510;118540
03.10.2018;118560;118740;118560;118670
03.10.2018;118690;118690;118630;118670
03.10.2018;118680;118710;118660;118690
03.10.2018;118700;118720;118670;118680
03.10.2018;118670;118680;118620;118640
03.10.2018;118630;118660;118620;118620
03.10.2018;118630;118670;118620;118650
03.10.2018;118650;118650;118620;118650
03.10.2018;118650;118650;118620;118640
03.10.2018;118650;118650;118590;118620
03.10.2018;118600;118670;118600;118620
03.10.2018;118620;118660;118590;118630
03.10.2018;118640;118650;118620;118630
03.10.2018;118630;118640;118620;118620
03.10.2018;118620;118640;118600;118610
03.10.2018;118610;118620;118590;118600
03.10.2018;118610;118610;118520;118530
03.10.2018;118520;118560;118510;118540
03.10.2018;118550;118600;118530;118580
03.10.2018;118580;118580;118490;118510
03.10.2018;118510;118520;118450;118510
03.10.2018;118510;118530;118460;118510
03.10.2018;118510;118510;118420;118490
03.10.2018;118490;118550;118470;118480
03.10.2018;118490;118510;118480;118490
03.10.2018;118490;118520;118470;118490
03.10.2018;118500;118610;118490;118590
03.10.2018;118600;118620;118550;118550
03.10.2018;118540;118580;118520;118580
03.10.2018;118570;118570;118480;118520
03.10.2018;118520;118550;118460;118490
03.10.2018;118490;118600;118490;118540
03.10.2018;118550;118570;118490;118500
03.10.2018;118490;118530;118480;118510
03.10.2018;118500;118520;118500;118500
03.10.2018;118500;118540;118490;118520
03.10.2018;118500;118620;118500;118620
03.10.2018;118600;118630;118600;118610
03.10.2018;118610;118620;118540;118550
03.10.2018;118550;118610;118520;118530
03.10.2018;118520;118540;118460;118470
03.10.2018;118480;118520;118450;118500
03.10.2018;118500;118530;118480;118510
03.10.2018;118510;118580;118500;118580
03.10.2018;118570;118590;118560;118580
03.10.2018;118570;118600;118540;118540
03.10.2018;118540;118550;118490;118530
03.10.2018;118540;118620;118540;118610
03.10.2018;118610;118630;118580;118620
03.10.2018;118610;118640;118610;118640
03.10.2018;118640;118640;118580;118610
03.10.2018;118630;118630;118560;118560
03.10.2018;118550;118570;118510;118510
03.10.2018;118520;118580;118520;118570
03.10.2018;118560;118610;118560;118580
03.10.2018;118580;118590;118560;118560
03.10.2018;118570;118620;118560;118610
03.10.2018;118600;118610;118540;118550
03.10.2018;118550;118550;118500;118500
03.10.2018;118510;118530;118450;118470
03.10.2018;118470;118470;118380;118470
03.10.2018;118480;118490;118420;118460
03.10.2018;118460;118460;118360;118390
03.10.2018;118380;118430;118380;118410
03.10.2018;118430;118530;118420;118510
03.10.2018;118500;118550;118500;118530
03.10.2018;118530;118540;118480;118530
03.10.2018;118520;118540;118510;118530
03.10.2018;118540;118570;118530;118570
03.10.2018;118560;118600;118550;118600
03.10.2018;118590;118600;118560;118580
03.10.2018;118580;118590;118550;118570
03.10.2018;118560;118590;118550;118590
03.10.2018;118590;118670;118580;118610
03.10.2018;118620;118630;118570;118570
03.10.2018;118570;118570;118460;118490
03.10.2018;118500;118520;118480;118500
03.10.2018;118500;118500;118470;118470
03.10.2018;118490;118500;118470;118480
03.10.2018;118490;118530;118460;118460
03.10.2018;118470;118520;118460;118470
03.10.2018;118470;118480;118420;118420
03.10.2018;118440;118440;118390;118430
03.10.2018;118430;118440;118290;118310
03.10.2018;118320;118400;118280;118390
03.10.2018;118380;118420;118360;118370
03.10.2018;118370;118440;118340;118430
03.10.2018;118420;118500;118410;118490
03.10.2018;118480;118530;118460;118530
03.10.2018;118530;118540;118480;118500
03.10.2018;118490;118500;118460;118460
03.10.2018;118460;118490;118320;118370
03.10.2018;118380;118480;118340;118450
03.10.2018;118440;118450;118370;118400
03.10.2018;118400;118530;118400;118500
03.10.2018;118500;118570;118490;118520
03.10.2018;118520;118610;118520;118590
03.10.2018;118590;118620;118480;118500
03.10.2018;118500;118510;118440;118480
03.10.2018;118470;118470;118380;118410
03.10.2018;118410;118420;118330;118350
03.10.2018;118360;118440;118360;118390
03.10.2018;118390;118410;118360;118360
03.10.2018;118360;118360;118280;118340
03.10.2018;118330;118370;118310;118370
03.10.2018;118370;118390;118300;118310
03.10.2018;118310;118360;118310;118320
03.10.2018;118310;118320;118020;118040
03.10.2018;118050;118080;117950;118040
03.10.2018;118040;118150;118010;118060
03.10.2018;118060;118060;117910;117930
03.10.2018;117920;117930;117610;117650
03.10.2018;117660;117740;117630;117680
03.10.2018;117690;117830;117670;117780
03.10.2018;117780;117790;117750;117770
03.10.2018;117770;117840;117740;117830
03.10.2018;117820;117870;117770;117840
03.10.2018;117820;117860;117790;117840
03.10.2018;117840;117890;117820;117860
03.10.2018;117860;117940;117850;117940
03.10.2018;117930;118090;117910;118080
03.10.2018;118060;118080;117970;118030
03.10.2018;118050;118050;117960;118030
03.10.2018;118020;118030;117940;118030
03.10.2018;118010;118160;117990;118160
03.10.2018;118160;118260;118120;118260
03.10.2018;118260;118280;118100;118260
03.10.2018;118250;118260;118170;118220
03.10.2018;118210;118290;118180;118280
03.10.2018;118270;118410;118270;118390
03.10.2018;118380;118480;118350;118430
03.10.2018;118430;118440;118310;118310
03.10.2018;118320;118350;118280;118310
03.10.2018;118300;118410;118270;118400
03.10.2018;118400;118480;118380;118410
03.10.2018;118410;118440;118380;118430
03.10.2018;118440;118450;118340;118390
03.10.2018;118380;118380;118310;118330
03.10.2018;118330;118410;118300;118380
03.10.2018;118370;118380;118350;118370
03.10.2018;118360;118370;118320;118340
03.10.2018;118330;118370;118320;118340
03.10.2018;118330;118740;118330;118680
03.10.2018;118670;118720;118650;118680
03.10.2018;118680;118870;118630;118830
03.10.2018;118840;118950;118790;118920
03.10.2018;118930;118950;118790;118830
03.10.2018;118830;118920;118820;118850
03.10.2018;118860;118860;118770;118820
03.10.2018;118820;118840;118740;118790
03.10.2018;118790;118920;118790;118900
03.10.2018;118900;118910;118460;118460
03.10.2018;118460;118470;118010;118100
03.10.2018;118110;118370;118100;118310
03.10.2018;118320;118450;118290;118380
03.10.2018;118370;118400;118330;118370
03.10.2018;118370;118450;118320;118420
03.10.2018;118420;118560;118410;118500
03.10.2018;118510;118530;118390;118420
03.10.2018;118430;118480;118280;118290
03.10.2018;118300;118320;118200;118210
03.10.2018;118210;118330;118140;118320
03.10.2018;118310;118940;118300;118920
03.10.2018;118920;118990;118860;118960
03.10.2018;118950;118980;118760;118800
03.10.2018;118800;118900;118770;118820
03.10.2018;118820;118910;118820;118890
03.10.2018;118900;118910;118730;118810
03.10.2018;118810;118870;118810;118870
03.10.2018;118870;119130;118850;119060
03.10.2018;119050;119090;119000;119000
03.10.2018;119010;119030;118860;118870
03.10.2018;118870;118920;118860;118880
03.10.2018;118880;118970;118860;118940
03.10.2018;118940;119050;118930;119050
03.10.2018;119050;119090;118930;118950
03.10.2018;118960;118960;118840;118930
03.10.2018;118930;119090;118930;119030
03.10.2018;119050;119050;118920;118980
03.10.2018;118980;119060;118960;119030
03.10.2018;119010;119040;118930;118940
03.10.2018;118940;119090;118910;118940
03.10.2018;118940;118940;118850;118900
03.10.2018;118890;118990;118860;118990
03.10.2018;118990;119050;118970;118990
03.10.2018;119010;119020;118920;118920
03.10.2018;118940;119070;118930;119060
03.10.2018;119050;119050;118940;119010
03.10.2018;119020;119220;119010;119120
03.10.2018;119120;119170;119100;119140
03.10.2018;119130;119150;119020;119060
03.10.2018;119060;119090;119030;119090
03.10.2018;119090;119090;119000;119060
03.10.2018;119050;119100;119000;119090
03.10.2018;119100;119100;119030;119080
03.10.2018;119090;119090;118870;118880
03.10.2018;118870;118970;118870;118940
03.10.2018;118930;118950;118880;118890
03.10.2018;118880;118880;118780;118820
03.10.2018;118820;118910;118820;118880
03.10.2018;118880;118990;118860;118910
03.10.2018;118920;118930;118860;118900
03.10.2018;118890;118910;118860;118890
03.10.2018;118890;118900;118810;118830
03.10.2018;118820;118860;118710;118760
03.10.2018;118760;118820;118710;118820
03.10.2018;118800;118800;118710;118790
03.10.2018;118780;118790;118670;118670
03.10.2018;118660;118690;118620;118680
03.10.2018;118660;118670;118550;118590
03.10.2018;118580;118650;118560;118650
03.10.2018;118640;118660;118550;118570
03.10.2018;118560;118560;118410;118490
03.10.2018;118490;118540;118420;118450
03.10.2018;118460;118570;118440;118560
03.10.2018;118560;118730;118540;118580
03.10.2018;118590;118690;118590;118650
03.10.2018;118650;118650;118560;118610
03.10.2018;118610;118640;118510;118530
03.10.2018;118540;118600;118500;118580
03.10.2018;118580;118600;118530;118540
03.10.2018;118530;118590;118520;118590
03.10.2018;118590;118700;118580;118660
03.10.2018;118650;118680;118630;118660
03.10.2018;118670;118670;118570;118590
03.10.2018;118600;118670;118580;118670
03.10.2018;118710;118970;118510;118590
03.10.2018;118590;118590;118500;118540
03.10.2018;118550;118610;118540;118590
03.10.2018;118600;118630;118560;118590
03.10.2018;118600;118620;118570;118610
03.10.2018;118590;118600;118550;118560
03.10.2018;118550;118550;118450;118450
03.10.2018;118450;118500;118430;118490
03.10.2018;118490;118500;118470;118470
03.10.2018;118470;118530;118470;118490
03.10.2018;118480;118570;118480;118550
03.10.2018;118550;118600;118520;118570
03.10.2018;118580;118600;118540;118540
03.10.2018;118540;118630;118540;118630
03.10.2018;118620;118630;118580;118590
03.10.2018;118590;118660;118590;118600
03.10.2018;118590;118600;118530;118550
03.10.2018;118570;118570;118530;118540
03.10.2018;118550;118640;118540;118620
03.10.2018;118610;118620;118580;118610
03.10.2018;118600;118640;118600;118620
03.10.2018;118600;118650;118580;118640
03.10.2018;118630;118650;118600;118600
03.10.2018;118610;118630;118590;118630
03.10.2018;118630;118640;118620;118620
03.10.2018;118610;118610;118580;118610
03.10.2018;118620;118650;118620;118630
03.10.2018;118640;118700;118620;118660
03.10.2018;118680;118720;118670;118690
03.10.2018;118680;118680;118590;118610
03.10.2018;118620;118630;118600;118610
03.10.2018;118600;118630;118600;118630
03.10.2018;118610;118610;118520;118540
03.10.2018;118540;118590;118540;118580
03.10.2018;118590;118640;118580;118610
03.10.2018;118610;118610;118600;118600
03.10.2018;118610;118610;118580;118600
03.10.2018;118580;118580;118530;118550
03.10.2018;118540;118540;118510;118530
03.10.2018;118530;118560;118500;118510
03.10.2018;118510;118550;118480;118480
03.10.2018;118490;118530;118480;118480
03.10.2018;118490;118520;118480;118500
03.10.2018;118500;118500;118430;118430
03.10.2018;118420;118460;118420;118430
03.10.2018;118440;118470;118420;118440
03.10.2018;118430;118470;118420;118470
03.10.2018;118470;118480;118460;118460
03.10.2018;118470;118510;118460;118500
03.10.2018;118490;118490;118470;118470
03.10.2018;118490;118490;118450;118460
03.10.2018;118460;118470;118450;118470
03.10.2018;118460;118490;118460;118490
03.10.2018;118480;118490;118470;118480
03.10.2018;118480;118480;118450;118450
03.10.2018;118450;118470;118450;118470
03.10.2018;118470;118490;118470;118490
03.10.2018;118480;118500;118480;118490
03.10.2018;118500;118500;118420;118440
03.10.2018;118450;118480;118420;118480
03.10.2018;118470;118570;118470;118560
03.10.2018;118550;118560;118530;118540
03.10.2018;118540;118550;118510;118540
03.10.2018;118540;118580;118540;118570
